Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
1 hour,Contact the organizer to request a refund.,"13th Circle is a monthly coven gathering for witches and the witch curious. With meditation, reflection, spell work, and fellowship, these evenings will help you raise your vibration in a safe and magical space. Our March gathering will be held under the open sky where we can forage for magical materials and craft a natural elemental altar. Refreshments, including homemade treats, will be provided.",14.79,14.79,GBP,Sagittarian Tarot Witchcraft Academy,https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T20:00:00Z,March 13th Circle Coven Gatharing,"Join me to make magick under the open sky, connect to the elements, meet fellow witches, and eat delicious treats.",https://www.eventbrite.com/e/march-13th-circle-coven-gatharing-tickets-850279327357,glasgow,NA
NA,Refunds up to 1 day before event,"This production contains strong language & adult content.  This student production is presented by arrangement with Independent Talent Group Ltd TICKET T&Cs Please bring along email confirmation to the box office, this can be presented on your mobile phone, it does NOT need to be printed (Save the trees) If you purchase a NCL Student ticket you will be asked to present your New College Lanarkshire student card at the box office. If you purchase a Concession ticket you will be asked to present your Uni or College student card at the box office. Without the correct identification you will be asked to pay the balance of a full price ticket ACCESSIBILITY If you have additional or access requirements of any sort please get in touch in advance. performingarts@nclan.ac.uk 01236 460 283",5,11,GBP,New CLan Arts - New College Lanarkshire,https://schema.org/EventScheduled,2024-03-12T19:30:00Z,2024-03-12T21:30:00Z,My Romantic History,"HNC Acting presents My Romantic History
By D.C. Jackson",https://www.eventbrite.co.uk/e/my-romantic-history-tickets-803986263557,glasgow,Sold out
2 hours,Refunds up to 1 day before event,"Join us for an morning of wellness and healing where will practice gentle Yoga, Breath Work, Guided Meditation and relax deeply in a 432 HZ Crystal and Tibetan Singing Bowl Sound Bath. This experience is suitable for all inc beginners. We will learn to quieten the mind, calm the nervous system, balance our energy centres and experience deep relaxation and healing with a Crystal and Tibetan singing bowl Sound-Bath. We will help you to: Reduce stress & anxietyIncrease mental and emotional clarityStimulate the immune systemCleanse/balance the chakras (energy centres)Aid depressive symptomsPromote deep relaxationQuieten the mind Supporting positive transformation and preparing you for a restful nights sleep. A wonderful experience for Mind, Body & Soul Contact today for more details, check out the Facebook/Instagram pages (Holistica Scotland). Investment - £17.50",19.67,19.67,GBP,Holistica,https://schema.org/EventScheduled,2024-03-13T10:00:00Z,2024-03-13T12:00:00Z,"Morning Wellness Retreat - Yoga, Meditation, Breath Work & Sound Bath","Gentle Yoga, Guided Meditation, Breath Work & Sound Bath - A Healing Experience for All",https://www.eventbrite.co.uk/e/morning-wellness-retreat-yoga-meditation-breath-work-sound-bath-tickets-829206176997,glasgow,NA
7 hours,Contact the organiser to request a refund.,"This is a hands on type event in which you’ll learn how you can use the natural environment to improve your mental and physical health. We’re going to cover how to build, maintain and light that most ancient of outdoor essentials - the campfire. Then we’ll learn about a few delicious things you can cook on it. We’ll look at how to put up a simple and effective tarp shelter to keep you and your people dry if it rains. We’ll also explore some ‘back pocket’ skills that quickly restore your mental baseline such as forest bathing, deliberate attention and journalling. There is just over 100 years of research into how the natural environment can restore us and it’s pretty conclusive. Being outdoors lowers your blood pressure and stress levels, it improves cognitive function, helps you sleep better and elevates mood. If it came in tablet form we’d all be taking it. We’re using the awesome Beechbrae Woodland Centre which offers a combination of top end indoor and outdoor work spaces. Check out the photos Useful to know The centre has a policy of no outdoor shoes in the building so please bring a pair of slippers or thick socks. We’ll be working outside for most of the day so please bring warm clothes and a waterproof jacket. Lunch is provided with vegetarian and vegan options. There is also tea and coffee available throughout the day. If you’re coming by train the nearest station is Blackridge, about 1 mile from the Beechbrae Centre. If you get there a bit early we can come and pick you up.",175,175,GBP,The Treeline,https://schema.org/EventScheduled,2024-03-13T09:30:00Z,2024-03-13T16:30:00Z,Outdoor wellbeing and bushcraft,"The outdoors can make you  great; happier, healthier, stronger. In this workshop we're going to look at a  bunch of ways to do just that!",https://www.eventbrite.co.uk/e/outdoor-wellbeing-and-bushcraft-tickets-751741457937,glasgow,NA
NA,Contact the organiser to request a refund.,"Maintaining oxygen to the brain and heart does not just save a life but also helps avoid brain damage...transforming the life of a little one! Whatever your role: parent, neighbour, friend or professional such as schoolteacher or child minder, this course will give you vital skills that could help preserve or restore life to an infant or young child. As a first responder, early delivery of CPR has been shown through medical research to make all the difference in the world! This course will help you to develop life-saving skills which can keep a person alive until professional help arrives. These skills include safe assessment of the collapsed individual, dealing with a choking baby or child, effective airway management (‘keeping the breathing passageways open’), and how to competently perform CPR (Cardiopulmonary Resuscitation) if necessary. There are no eligibility restrictions for this course – it is open to any member of the public or professionals who would like to learn the first responder emergency care skills for both babies and children. This course meets the UK and European Resuscitation Council Guidelines 2021. Cost is £25. For more details, please email us for information (admin@clinical-training.co.uk). This is a face-to-face course, with pre-course e-learning.",27.54,27.54,GBP,Centre for Health Education,https://schema.org/EventScheduled,2024-03-13T14:00:00Z,2024-03-13T16:00:00Z,Baby and Child Life Support (Paediatric BLS),Professional training in infant and child CPR in Glasgow City Centre,https://www.eventbrite.com/e/baby-and-child-life-support-paediatric-bls-tickets-427476903927,glasgow,Sold out
NA,Contact the organizer to request a refund.,"W﻿hat is this MINDSHOP course about? Gamification in health is significant because it can help to improve patient engagement, education, adherence to treatment, and reduce healthcare costs. By leveraging game elements such as rewards, competition, and social influence, healthcare providers can create more enjoyable and effective treatment experiences for patients. B﻿enefits:  🎯W﻿hat are your takeaways:  WHO IS THIS FOR? ✔️Entrepreneurs at early-stage of their startup (esp. Digital Health) ✔️Managers who are committed to solving healthcare problems creatively ✔️UX designers tackling health-related design challenges 🎯R﻿eading Appetizers:    🩺 KLINIKUM | Pressing medical challenges in dire need of Innovation, pick your calling.  🎯mHealthUX™| The French Digital Revolution: Doctolib 🇫🇷  🎯GAMIFY| Engaging Patients through the Thick & Thin?  I﻿nsta/Twitter: @itskatusop B﻿log/Books: Katusop.com",96.68,96.68,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T22:00:00Z,mHealthUX™| Intro to Gamifying Digital Health,“There's no one without purpose in a game. That's what Gamification is all about.” ― Vineet Raj Kapoor,https://www.eventbrite.com/e/mhealthuxtm-intro-to-gamifying-digital-health-tickets-716669015317,glasgow,Sold out
NA,No Refunds,"In this online class, I will be discussing the differences, similarities, advantages, and limitations of different school of thoughts such as lean startup, design thinking, and agile deployment. We will look at these closely from business/startups' point of view with a special inclination towards how tech startups flop or succeed.  I will dive deeper into these methodologies with relevant case studies. Key Takeaways: ✔️Unlimited Access to the Recording  ✔️Exclusive Hands-out materials via newsletters ✔️Certificate of completion upon request* Who is this for?  INSTAGRAM: @mindshopschool  Who am I? In one word: Polymath. I help ambitious careerists and entrepreneurs in building their arsenal towards creative problem solving, authentic product design and development. My masterclasses are highly interactive and personalized. I look forward to having you onboard! Industrial Experience: Academic Background: #KeepHustling! LinkedIn: https://www.linkedin.com/in/katanai/ ----------------------------------------------------------- How can I contact the organizer with any questions? kat@medverselab.com",59.4,82.44,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T22:00:00Z,Startups: Understand Lean Startup vs. Design Thinking vs. Agile,"In this MINDSHOP™, get skilled up for a versatile, innovative startup ecosystem!",https://www.eventbrite.com/e/startups-understand-lean-startup-vs-design-thinking-vs-agile-tickets-662656452287,glasgow,Sold out
NA,Contact the organiser to request a refund.,NA,16.96,16.96,GBP,Puzzling Adventures,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T18:00:00Z,Puzzling Adventures Scavenger Hunt UK - Glasgow Botanic Gardens,"Puzzling Adventures™ are a cross between a scavenger hunt, an adventure race, and an informative self-guided tour.",https://www.eventbrite.co.uk/e/puzzling-adventures-scavenger-hunt-uk-glasgow-botanic-gardens-tickets-714811830427,glasgow,Sold out
NA,No Refunds,NA,16.96,16.96,GBP,"CyberActivities, Inc.",https://schema.org/EventScheduled,2024-03-12T10:00:00Z,2024-03-12T20:00:00Z,Scavenger Hunt Glasgow,A family friendly traditional scavenger hunt with a modern twist!,https://www.eventbrite.com/e/scavenger-hunt-glasgow-tickets-737432669967,glasgow,Sold out
NA,Contact the organizer to request a refund.,NA,16.96,16.96,GBP,Snapshot Quest,https://schema.org/EventScheduled,2024-03-12T00:00:00Z,2024-03-13T00:00:00Z,Snapshot Quest Photo Scavenger Hunt Game UK,"Snapshot Quest™ is a fun, creative and challenging all-age activity combining a scavenger hunt, a photography competition and a party game!",https://www.eventbrite.com/e/snapshot-quest-photo-scavenger-hunt-game-uk-tickets-735073904837,glasgow,Sold out
NA,Contact the organizer to request a refund.,"In the world of sales, a narrative isn't just a sequence of words; it's the ""SEO for the human brain."" This means that by telling a captivating story, you can inspire your audience, compelling them to lean in and deeply engage with your brand's message.  Related: 3 Ways to Get Customers to Know, Like and Trust You. How can you uncover the art of increasing the human interest in your offerings, transforming that interest into narratives that captivate and drive your audience to become loyal customers? Unlock the secrets to building unbreakable client relationships, gaining unwavering trust, and securing new business opportunities in this workshop! Dive into a dynamic session that covers the essential components of client engagement. From building trust to showcasing your services' value, overcoming objections, and standing out in a competitive landscape, this workshop is your gateway to increasing conversions as a digital publisher or marketing professional. Key Topics: Insights and Takeaways: You'll explore groundbreaking strategies, get insider recommendations, and work hands-on with tasks that empower you to navigate the complexities of modern business relationships. Unleash the potential of your services and revolutionize your approach to client interactions! Why Should You Attend? Limited Seats Available! Secure Your Spot NOW! Don't miss out on this transformative workshop that could reshape your business growth. Register today to unlock the secrets of client relationships and propel your success to new heights! Sign up today and get a Storytelling Marketing guide when you attend and complete the workshop. Get a step-by-step formula on how to effectively tell the story of what makes you unique and start taking steps to build a high converting brand. Join us for an immersive workshop session that could redefine your business future!",5.95,5.95,GBP,Samex LLC,https://schema.org/EventScheduled,2024-03-13T13:00:00Z,2024-03-13T14:30:00Z,How to Create Highly Engaged Customers and Inspire Brand Loyalty,Explore the transformative power of storytelling in not only keeping your audience on the page but also converting them into loyal customers,https://www.eventbrite.com/e/how-to-create-highly-engaged-customers-and-inspire-brand-loyalty-tickets-790787365297,glasgow,Sold out
NA,No Refunds,"Awaken your mind and body to a new level and learn how to practice meditation in motion. The purpose of this yoga lineage is to guide you toward cultivating a conscious connection, integration and awakening of the body, mind, heart and spirit. You will learn and practice Patanjali's 8 limbs of yoga: Work primarily with the Amrit posture sequence, gentle vinyasa flows and extended posture holding times. Explore the deepest levels of body, mind and spirit with the integrative practices of clear intention, breath, meditative awareness and conscious integration. Learn to balance your nervous system with the “first half” and “second half” of a posture. To transition from an active state of “doing” a posture, to a relaxed state of “being”. And to feel the effects of a posture. Learn to consciously encounter your ""edge"" of body and mind to release deep tensions and restore the natural flow of the vital life force energy (prana). Good for all levels, from those with some experience to more experienced practitioners. Some experience with yoga and postures is recommended. BIOGRAPHY I have been guiding spiritual seekers for over 30 years with the self-transformative teachings of yoga, meditation, Ayurveda and breathing. It is my pleasure and honor to guide you toward self-empowerment, transformation and awakened consciousness. I will help you connect to your deepest self and inner guide, from the physical to the soul dimension. SOULDIMENSION.ORG Copyright © 2022 • Soul Dimension",16.49,16.49,USD,Soul Dimension,https://schema.org/EventScheduled,2024-03-13T15:30:00Z,2024-03-13T17:00:00Z,Awakening Yoga • Weekly Class • Glasgow,Weekly online class with a spiritual focus to awaken one’s consciousness and highest potential.,https://www.eventbrite.com/e/awakening-yoga-weekly-class-glasgow-tickets-402633657107,glasgow,Sold out
NA,Contact the organizer to request a refund.,"Get ready to embark on a time-traveling adventure, where every discovery brings you closer to unraveling the West End's enigmatic past and shaping its future. Are you prepared to step through the portals and explore the mysteries that await? The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,33.99,GBP,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T14:00:00Z,2024-03-12T15:30:00Z,Glasgow's West End Outdoor Escape Game: The Portal Traveler,"Follow clues, solve puzzles, discover new places and learn incredible stories during this city adventure.",https://www.eventbrite.com/e/glasgows-west-end-outdoor-escape-game-the-portal-traveler-tickets-729903841037,glasgow,Sold out
NA,Contact the organiser to request a refund.,"Award Winning, independent Carried Away Play runs Sensory Play classes from newborn up to crawling stage. 🎈 𝑺𝑬𝑵𝑺𝑶𝑹𝒀 𝑷𝑳𝑨𝒀 is for PRE-CRAWLING babies and their grown ups.  As soon as you walk in, you will find calming, beautiful lights, music, and me there with a smile to welcome you 😊This class is filled with stimulating and fun developmental activities with a different theme each fortnight. My class is also specifically designed to teach and inspire you to easily replicate similar activities at home. There will also be live music, including singing, ukulele playing & the chime bar. There's a huge focus on adult well-being too as you get a chance to offload about the good and the tough parts of your week, to bond and make friends with new grown ups all in a wonderful, safe and non-judgemental space x Looking forward to seeing you and your little one soon! Carrie🎈x Carried Away Play website  **﻿Cancellation Policy I﻿f you cannot make your class for whatever reason, if you give me at least 24 hours notice,  I can transfer your ticket to another class (subject to availability). If it's within 24 hours before your class, I cannot offer a refund or transfer your ticket as I will be unable to resell the space.",9.21,9.21,GBP,Carried Away Play,https://schema.org/EventScheduled,2024-03-13T11:30:00Z,2024-03-13T12:30:00Z,"Sensory Play - Wed 11:30am @ The Moon Rooms, NM","11:30am Carried Away Sensory Play in Newton Mearns -  a beautiful, sensory baby class for newborn babies up to crawling stage",https://www.eventbrite.co.uk/e/sensory-play-wed-1130am-the-moon-rooms-nm-tickets-368112011937,glasgow,Sold out
NA,Contact the organiser to request a refund.,NA,5,5,GBP,NLNL Glasgow,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T19:00:00Z,Weekly dance sessions,Come and dance in the dark to some awesome dance tunes.,https://www.eventbrite.co.uk/e/weekly-dance-sessions-tickets-794836717017,glasgow,Sold out
NA,Contact the organizer to request a refund.,"Learning Objectives: Format: Online lectures, group discussions, hands-on workshops, and real-world problem-solving projects Who Should Opt-In? This course is ideal for professionals, researchers, entrepreneurs, and anyone committed to making a positive impact on complex, multifaceted problems. Whether you work in social innovation, healthcare, education, or any field facing wicked problems, this course will empower you with the skills and mindset to drive meaningful change. W﻿elcome aboard! @﻿itskatusop m﻿y portfolio: k﻿atusop.com",77.77,77.77,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T19:00:00Z,2024-03-13T22:00:00Z,You are a Design Thinker Tackling a Wicked Problem,"“We must design for the way people behave, not for how we would wish them to behave.” ― Donald A. Norman",https://www.eventbrite.com/e/you-are-a-design-thinker-tackling-a-wicked-problem-tickets-765512286857,glasgow,Sold out
