Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
2 days 6 hours,Contact the organiser to request a refund.,"The esteemed EUROPEAN CHATBOT & CONVERSATIONAL AI SUMMIT returns for its monumental 4th EDITION, offering both ONLINE and IN-PERSON experiences in EDINBURGH, SCOTLAND from MARCH 12-14, 2024. This PIVOTAL EVENT, hailed as a cornerstone in the CONVERSATIONAL | GENERATIVE AI landscape, promises rich insights from INDUSTRY FRONTRUNNERS and opportunities to engage with over 1,000 GLOBAL PARTICIPANTS . What awaits you: I RESERVE YOUR SPOT to forge valuable connections and immerse yourself in the INNOVATIVE WORLD of Conversational AI. Stay tuned for our LINEUP of INDUSTRY-VETERAN SPEAKERS, and prep yourself for the transformative journey where TECH MEETS REAL-WORLD APPLICATIONS. For a peek into the previous summit’s triumph, find highlights here [https://cutt.ly/ECS_2023_Highlights] and a gallery here [https://cutt.ly/ECS_2023_Gallery]. Don’t miss out on this collaborative platform curating the finest minds in the CAI ecosystem. REGISTER NOW to secure your presence at one of the year’s most anticipated CAI events. BROAD RANGE OF TOPIC TO BE COVERED ➡️Trends ➡️ Building bridges between research and real-life design. ➡️ Real life conversational AI ➡️ Inclusive design: multilingual bots ➡️ Best practise ➡️ Healthcare ➡️ Enterprise solution ➡️ Embodied AI ➡️ Public Service ➡️ RPA ➡️ Use Case ➡️ #ChatGPT #generative ai ➡️Voice design ➡️Metaverse & digital twins CONTACT: CONVERSATIONAL & GENERATIVE AI LTD SC778644 Tel. +44 7459112746 chatbot@theeuropeanchatbot.com https://theeuropeanchatbot.com",109.05,271.56,GBP,The European Chatbot LTD,https://schema.org/EventScheduled,2024-03-12T11:00:00Z,2024-03-14T17:30:00Z,THE EUROPEAN CHATBOT  AND CONVERSATIONAL AI SUMMIT - 4th EDITION,"Join us @ the 4th Edition  THE EU CHATBOT & CONVERSATIONAL AI SUMMIT  March 13-14, 2024.",https://www.eventbrite.co.uk/e/the-european-chatbot-and-conversational-ai-summit-4th-edition-tickets-630779497457,glasgow,NA
NA,Contact the organiser to request a refund.,"Book here to join a volunteer guide for a 45 min - 1 hour glimpse into the history, heraldry and life of our historic Cathedral and Thistle Chapel.  Groups will be a maximum of 10 people per tour. Space will be allocated on a first come first served basis. Bookings are by donation - pay as much or as little as you like, online or on the day. Please book together as a household, if you can.  If you have any access needs, please email info@stgilescathedral.org.uk to let us know, with your tour date as the subject line. Alternatively, call 0131 226 0674. We will do everything in our power to accommodate your needs. Please arrive 5 minutes before the tour starts. If you are late, we may give your slot away to someone else, so we cannot guarantee you will be able to join.  Please let us know if you cannot make the tour, as demand is high and so we will offer your space to someone else. Group tickets are capped at 5, if you wish to bring more than 5 people on a tour please contact us directly. Thank you.",0,0,GBP,St Giles' Cathedral,https://schema.org/EventScheduled,2024-03-12T14:30:00Z,2024-03-12T15:30:00Z,Daily Tour 2:30 (Mon- Fri) - March 2024,Join our friendly and knowledgeable guides to learn about the story of St. Giles'.,https://www.eventbrite.co.uk/e/daily-tour-230-mon-fri-march-2024-tickets-778286193957,glasgow,Sold out
NA,Contact the organiser to request a refund.,"When: fortnightly on Tuesdays, 19:00-22:00. Check Eventbrite or The Salisbury Centre website. How to attend: please make you sure you book via Eventbrite - we're introducing this now to keep our booking simpler and collect enough donations to cover the room hire. 100% of the donations (minus the booking fee) go to The Salisbury Centre. The group is open to everyone, both regular members and one-off visitors. If you have a question, email authenticfredsc@gmail.com Room: Art Room, occasionally in the Garden (if the weather is good) Suggested donation: £5-10 (please find more information on how to donate at the end of this page) Accessibility: Art Room is located on the ground floor and it is fully accessible. Studio is not accessible yet. The Salisbury Centre’s kitchen door and toilet are now wheelchair accessible. The Garden can also be accessed by wheelchairs via a movable ramp via the Art Room Annex. The Authentic Connection Group, also known as “Authentic Fred,” is a community-run, experimental space where we practice the art of relating. We do it through playing Authentic Relating games, learning about consent, Circling, and exploring other practices that bring us closer to ourselves and each other. Our two keywords are “Authentic” and “Connection”. Authentic, because we believe in staying true to your experience and expressing it in a skilful way to others, rather than pretending you’re feeling / thinking something else. Connection, because we value staying in connection with ourselves and others, no matter what our experience is at any point. We draw a lot on Authentic Relating games, inspired by Sara Ness and the work of Authentic Revolution work. At the same time, we’re open to all practices that have to do with connection, communication, and relationships. Each session is different and unique. However, we do have our roots in foundational practices such as The Noticing Game and Circling. Our informal motto is this quote from Fred Rodgers, an American TV host and author: “Anything that’s human is mentionable, and anything that is mentionable can be more manageable. When we can talk about our feelings, they become less overwhelming, less upsetting, and less scary. The people we trust with that important talk can help us know that we are not alone.” Please book your spot via Eventbrite. At this time, we’re keeping the spaces limited to 20 people (not including the facilitators) due to the room size and the nature of what we’re doing. This ensures a quality experience for everyone. After you’ve come for a few times and feel more comfortable in the group, you’re very welcome to take lead, too. This can mean facilitating (or co-facilitating) one of the sessions, taking on replying to email for a few weeks, or writing our bi-weekly newsletter. All of this is optional but highly encouraged! 🙂 The group relies on the contributions of the members and is co-created by all. Our agreements are signposts for the group’s culture. They help us know what to expect in the group (both from ourselves and others) and through that, create a space in which we can feel safer to explore edgy relational territory. We always revisit the agreements at the beginning of the session. You can read through them out here at any time. Here’s the short version: Participation in our community-led events is often on a voluntary ‘by donation’ basis. This means that nobody is expected to make a payment if they cannot afford to do so. However, any donations received for the Authentic Connection Group will be passed on to The Salisbury Centre, helping to make the events’ programme sustainable. Where a “suggested donation” is listed, this is just an indication of what the event might cost if it was ticketed – it is fine to donate less (or nothing at all). Donating is one way to show your appreciation for the value of the Salisbury Centre. Please consider ‘paying it forward’ by donating a bit extra if you can afford, helping to keep it possible for everyone to take part, regardless of their circumstances. Suggested donation for this event is £5 - 10. To donate: This is an invitation to practice ‘Dana’ (generosity) – please pay only what you can afford to attend. If you cannot afford the event, please get in touch with us via authenticfredsc@gmail.com to request a free/discounted place.",0,0,GBP,Connection Hub,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-12T22:00:00Z,Authentic Connection Group (FRED),"A community-run, experimental space where we practice the art of conscious relating.",https://www.eventbrite.co.uk/e/authentic-connection-group-fred-tickets-851441443277,glasgow,Sold out
NA,Contact the organizer to request a refund.,"Searching for an unforgettable last-minute date idea that will leave you both thrilled and amazed? Look no further! Embark on an epic outdoor exploration game that will ignite your sense of adventure and create lasting memories together. We’re inviting you both (or you three - hey, we don’t judge) to do one of the most romantic-themed open-air escape games in the beautiful and alluring - Edinburgh. Your fairytale adventure will begin in the idyllic Dean Village, renowned for its tranquil atmosphere, rich milling history, and magical architecture.  There will be no shortage of romantic moments in dreamy settings, alongside fascinating local legends and history.  From there, you will follow the river past old mill buildings, Well Court; a World Heritage Site, the bustling, bohemian neighbourhood of Stockbridge, picturesque cobblestone streets such as Circus Lane, and the Botanical Gardens.  The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Breathtaking stories, fun dialogues, intrigue, and full privacy are guaranteed. Book your spot now and get ready for an enchanting date night in the romantic Auld Reekie! HOW DOES IT WORK❓ The entire outdoor exploration game is delivered through a mobile app. 1. Book your tickets 🎫. 2. Get the instructions via email. 3. Download the Questo mobile app (as instructed via email) and head to the starting point on the day that you choose📍. 4﻿. Invite significant one and start exploring. ❤️ WHAT WILL YOU DO❓ - Wander dreamily along the peaceful flows of the Water of Leith. - Follow the path of the river to St. Bernard's Well, a remarkable example of Greco-Roman architecture representative of Stockbridge's Artisan community.  - Relish in the artisanal delights offered by Stockbridge and its local farmer's market.  FEATURES ✔️ - Available 24/7. - Pause and resume anytime. - Private. -﻿ A bunch of cute & instagrammable places. -﻿ A ton of interesting facts and fun stories. WHEN CAN YOU PLAY THIS❓ This is a great activity for a bunch of occasions, such as a: -﻿ First Date; - Valentine's Day; -﻿ Wedding Anniversary; -﻿ The One-Year Dating Mark; -﻿ Any other special occasion. A﻿GE RECOMMENDATION❓ People of all ages can attend the event, from munchkins to grandmas. Kids under 10 can tag along too, with the mention that they usually don’t interact with the puzzles and challenges in the app as much as the others, as they may be too complex for their age. W﻿HAT'S NOT INCLUDED❓ T﻿he event will not feature live actors or decorations, as the entire fun is delivered by the app only. The puzzles and riddles make use of the environment around you, so, during the game, you will observe and interact with the buildings, statues and murals you'll discover along the trail as you follow the clues.",17.99,17.99,GBP,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T12:00:00Z,2024-03-12T13:30:00Z,Last Minute Date Idea: Explore the most romantic spots in Edinburgh,"Oops, forgot to plan a date? No worries! Spark excitement with a spontaneous & romantic outdoor adventure!  
Last-minute magic, baby!",https://www.eventbrite.com/e/last-minute-date-idea-explore-the-most-romantic-spots-in-edinburgh-tickets-695827277117,glasgow,Sold out
NA,Contact the organizer to request a refund.,"‘Dinner and a movie’ is so 2021! Especially when the movie is now played out in the real-world. Let us explain! We’re inviting you to do one of the romantic-themed open-air escape games in Edinburgh. The route you’re going to follow in the city is sprinkled with charming and picturesque places, fun clues and challenges, and romantic stories of past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. Let's play a real-world adventure! HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO  The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 130 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 300 different experiences created by a growing network of local content creators and event organizers.",9.99,39.99,GBP,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T12:00:00Z,2024-03-12T13:30:00Z,Romantic Edinburgh: Outdoor Escape Game for Couples,"If you’re looking for a new and exciting way of spending time with your one and only, family or friends, this is your Eureka moment!",https://www.eventbrite.com/e/romantic-edinburgh-outdoor-escape-game-for-couples-tickets-517826241227,glasgow,Sold out
NA,Contact the organizer to request a refund.,"Dinner and a movie are soooo last decade. Instead, you can go on a fairytale adventure in the idyllic and magical Edinburgh.  There will be no shortage of romantic moments in dreamy settings, alongside fascinating local legends and history.  You will begin your journey in the idyllic Dean Village, renowned for its tranquil atmosphere, rich milling history, and magical architecture. Then, you will follow the river past old mill buildings, a World Heritage Site, the bustling bohemian neighbourhood of Stockbridge, picturesque cobblestone streets and botanical gardens.  Numerous challenges, puzzles and riddles will stay in your way of finding True Love.. Are you strong enough? We are inviting you two (or you three - hey, we don’t judge!) to a romantic couples activity that’s part outdoor escape room, part scavenger hunt and part walking tour.  We promise this experience will make you want to kiss and tell <3. We’ve hosted more than 20.000 dates this year. So, we’re pretty sure you will absolutely love it too!  If you don’t, let us know and we’ll live the rest of our lives in shame. So, we’re pretty sure you will absolutely love it too!  But if you don’t, let us know and we’ll live the rest of our lives in shame. WHAT WILL YOU DO❓ - Wander dreamily along the peaceful flows of the Water of Leith. - Follow the path of the river to St. Bernard's Well, a remarkable example of Greco-Roman architecture representative of Stockbridge's Artisan community.  - Relish in the artisanal delights offered by Stockbridge and its local farmer's market.  HOW DOES IT WORK❓ The entire experience is delivered through a mobile app. 1. Book your tickets 🎫. 2. Get the instructions via email. 3. Download the Questo mobile app (as instructed via email) and head to the starting point on any day that you choose📍. 4﻿. Invite your significant one. FEATURES ✔️ - Available 24/7. - Pause and resume anytime. - Private. -﻿ A bunch of cute & instagrammable places. WHEN CAN YOU TRY THIS EXPERIENCE❓ - date night - anniversary - birthday celebration - holiday date - Valentine’s Day - as a gift for any occasion A﻿GE RECOMMENDATION If you have little ones and want to bring them along with you, feel free to do so, this experience is kid friendly.",8.99,33.99,GBP,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T12:00:00Z,2024-03-12T13:30:00Z,Romantic Edinburgh: Cute Scavenger Hunt for Couples,Surprise your lover with a cute fairytale full of romantic moments in dreamy settings and fascinating local legends about magical Edinburgh.,https://www.eventbrite.com/e/romantic-edinburgh-cute-scavenger-hunt-for-couples-tickets-677513700717,glasgow,Sold out
NA,Contact the organizer to request a refund.,"Explore this historic townhouse in the heart of Edinburgh's New Town. Designed in 1791 by Robert Adam, Scotland’s foremost architect of the time. Beautifully restored by the National Trust for Scotland in 1975. Step back in time to the elegance and refinement of late 18th Edinburgh.Discover the lives of those who lived in this family home. Find out about the life and work of the servants. No need to book a timeslot, please show your confirmation upon arrival, valid between 10am and 4pm. Opening times Monday to Sunday 10am–5pm. Last admission at 4pm. National Trust for Scotland/National Trust Members Member entry is free. Please show your membership card on arrival. Not yet a member? You can sign up to become a member at the Georgian House. Please ask a member of staff for more information. F ree admission to members of The National Art Fund. Ticket prices Your visit We welcome visitors of all ages to the Georgian House. Dressing up clothes, replica toys and handling objects are available for all. Additional activities and resources are available for families. Access to the property: We have limited access for wheelchair users – there are six stone stairs into the building, and stairs up to the first and second floors and down to the basement. We do not have a lift. Please contact us before booking if you require further information. For visitors unable to climb stairs, the introductory film and an Armchair Guide are available on a tablet at the reception desk. During your visit This is a self guided visit. There will be guides in each room who are happy to provide information and answer questions. N o need to book a timeslot, please show your confirmation upon arrival, valid between 10am and 4pm. Visitor facilities We have two visitors’ toilets located on the second floor. These toilets are cleaned regularly by staff during the day. Baby changing facilities are also available. Our shop will be open with a range of Scottish products and gifts.",0,35,GBP,The Georgian House,https://schema.org/EventScheduled,2024-03-12T10:00:00Z,2024-03-12T16:00:00Z,The Georgian House - Pre Booking,Step back in time to the elegance and refinement of late 18th Edinburgh. Explore this historic townhouse deigned in 1791 by Robert Adam.,https://www.eventbrite.co.uk/e/the-georgian-house-pre-booking-tickets-855150888327,glasgow,Sold out
NA,Refunds up to 1 day before event,"This game is perfect for exciting unique team building days out for team bonding & to discover the city! We are rated 5/5 on Google and 4.5/5 on TripAdvisor! Get ready for an exhilarating treasure hunt experience! Can you complete the hunt and find the treasure? The treasure is a great venue at which we will organise food & drink for your party. You can start anywhere you like in or on the outskirts of the New & Old Towns. All the questions are scattered around this area and the game isn't linear. GAMEPLAY • Load the app on your phone one phone per team. • Explore your surroundings to find 30 thrilling questions/challenges. • Prepare for a mix of environment-related questions, brain teasers, puzzles, and trivia. • Each challenge is worth 50 points, but you only have 5 minutes to conquer it. • There are some bonus questions each worth double points. • Some challenges are tougher than others, so be ready for a real test of your skills. • With a time limit of 2 hours, you’ll need to be quick and plan an efficient route to tackle as many questions as possible. • At the end you will reveal your treasure - a great venue for your party! • If you are playing in teams see your scores on a live leader board and purchase weapons to slow other teams down! HOW TO PLAY • Mobile Phones: Make sure each team has a fully charged mobile phone (up to 50% battery usage during the game) and some data. You’ll need an internet connection or data to initially download the game, but subsequent connections will be required only for occasional photo downloads and uploads. • Starting: To begin, access the game using the provided link or QR code. Before diving in, carefully read the instructions on how to play. • Time: The game is set for 2 hours which starts as soon as you have read the instructions and are prompted to ‘Start game’ (there is a warning written above this button). • Finishing: The game ends if a team either: • Completes all the questions. • The time runs out. • After finishing, you’ll receive directions to the end venue for a well-deserved celebration. Prepare yourselves for an unforgettable adventure filled with challenges, competition, and the thrill of the hunt. Good luck! HOW TO BOOK • The time runs out. Choose your number of people (every 4 people make a team, played on 1 phone). • The time runs out.After purchase email info@ggtreasurehunts.com to finalise the details of your event, this can be played on any day and there are several options for what venue to end at and what food & drink to have. Good luck!",12,12,GBP,The Great Game Treasure Hunts,https://schema.org/EventScheduled,2024-03-11T10:00:00Z,2024-03-11T22:00:00Z,Edinburgh Fun Team Building Interactive Treasure Hunt!,Our brand new GPS mobile phone treasure hunt tech has just launched and there's no better team-building experience out there.,https://www.eventbrite.co.uk/e/edinburgh-fun-team-building-interactive-treasure-hunt-tickets-780414680317,glasgow,Sold out
NA,Refunds up to 1 day before event,"The Great Game Treasure GPS Mobile Phone Treasure Hunt around Edinburgh We are rated 5/5 on Google and 4.5/5 on TripAdvisor! This game is perfect for team building exercises or corporate activities as well as families and friends wanting to explore the city and do something quirky. Get ready for an exhilarating treasure hunt experience! Here are the key details you need to know: You can start anywhere you like in or on the outskirts of the New & Old Towns. All the questions are scattered around this area and the game isn't linear. GAMEPLAY • Load the app on your phone one phone per team. • Explore your surroundings to find 30 thrilling questions/challenges. • Prepare for a mix of environment-related questions, brain teasers, puzzles, and trivia. • Each challenge is worth 50 points, but you only have 5 minutes to conquer it. • There are some bonus questions each worth double points. • Some challenges are tougher than others, so be ready for a real test of your skills. • With a time limit of 2 hours, you’ll need to be quick and plan an efficient route to tackle as many questions as possible. • At the end you will reveal your treasure - a great local pub at which you can receive discount! • If you are playing in teams see your scores on a live leader board and purchase weapons to slow other teams down! HOW TO PLAY • Mobile Phones: Make sure each team has a fully charged mobile phone (up to 50% battery usage during the game) and some data. You’ll need an internet connection or data to initially download the game, but subsequent connections will be required only for occasional photo downloads and uploads. • Starting: To begin, access the game using the provided link or QR code. Before diving in, carefully read the instructions on how to play. You can start anywhere you like in St James Park. • Time: The game is set for 2 hours which starts as soon as you have read the instructions and are prompted to ‘Start game’ (there is a warning written above this button). • Finishing: The game ends if a team either: • Completes all the questions. • The time runs out. • After finishing, you’ll receive directions to the end pub for a well-deserved celebration. Prepare yourselves for an unforgettable adventure filled with challenges, competition, and the thrill of the hunt. Good luck, and may the best team prevail! HOW TO BOOK: Please note your tickets are flexible and can be chosen on any day that suits you. Pub opening times and kitchen times can be found on our website. U18's are allowed in the pubs during the day but in the evenings some venues might not, please check on our website for these times also. Good luck!",19.99,19.99,GBP,The Great Game Treasure Hunts,https://schema.org/EventScheduled,2024-03-12T10:00:00Z,2024-03-12T19:00:00Z,Fun Mobile Phone GPS treasure hunt of Edinburgh!,Our brand new GPS mobile phone treasure hunt tech has just launched and there's no better family game or team-building experience out there.,https://www.eventbrite.co.uk/e/fun-mobile-phone-gps-treasure-hunt-of-edinburgh-tickets-780012798277,glasgow,Sold out
NA,Contact the organizer to request a refund.,NA,37.92,37.92,USD,Puzzling Adventures,https://schema.org/EventScheduled,2024-03-12T10:00:00Z,2024-03-12T20:00:00Z,One Team Scavenger Hunt Edinburgh Scotland,"Puzzling Adventures™ are a cross between a scavenger hunt, an adventure race, and an informative self-guided tour.",https://www.eventbrite.com/e/one-team-scavenger-hunt-edinburgh-scotland-tickets-111258055840,glasgow,Sold out
NA,Contact the organizer to request a refund.,NA,16.96,16.96,GBP,Snapshot Quest,https://schema.org/EventScheduled,2024-03-11T00:00:00Z,2024-03-12T00:00:00Z,Snapshot Quest Photo Scavenger Hunt Game UK,"Snapshot Quest™ is a fun, creative and challenging all-age activity combining a scavenger hunt, a photography competition and a party game!",https://www.eventbrite.com/e/snapshot-quest-photo-scavenger-hunt-game-uk-tickets-735073944957,glasgow,Sold out
NA,Contact the organizer to request a refund.,"Embark on a haunted Edinburgh adventure where you will follow clues to discover striking places and local creepy stories.  Play this city exploration game and you'll go on a journey through some of the city’s most haunted places, including Greyfriars Kirkyard, the site of the Nor’ Loch and West Bow.   Are you ready for a haunted walk around Edinburgh? The route you will follow is full of haunted and spooky places, mysterious clues and challenges, and real facts/accounts from the past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in the first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. Let's play a real-world adventure! HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲] 3. Head to the starting point📍 - Available 24/7 - Pause and resume anytime - You can play offline WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! - - - - - More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 130 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 300 different experiences created by a growing network of local content creators and event organizers.",9.99,42.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T12:00:00Z,2024-03-12T13:30:00Z,Edinburgh Haunting Stories Outdoor Escape Game: A bloody past,Looking to get spooked or spook someone else? Then put on your vampire teeth and get booking: this is your opportunity to do exactly that!,https://www.eventbrite.com/e/edinburgh-haunting-stories-outdoor-escape-game-a-bloody-past-tickets-665041084787,glasgow,Sold out
NA,Contact the organiser to request a refund.,"Gladstone's Land is a traditional 16th-century tenement building. It has been a commercial and social hub for more than 500 years and has witnessed momentous social and political change. From the rise of international trade and new social classes emerging, we provide a glimpse into life in Edinburgh's historic Old Town. Each floor represents a different century, viewed through the lense of one of Gladstone's Land  residents. The tour is conducted in English and will last 50min-1hr. Please arrive 5-10 minute before the start and check in at either the ticket counter outside or the café counter.   If you are looking for a self-guided visit (no pre-booking required), check in on site any time between 10am and 2.30pm.",0,10,GBP,Gladstone’s Land,https://schema.org/EventScheduled,2024-03-12T15:00:00Z,2024-03-12T16:00:00Z,Gladstone's Land Guided Tour,Find out more about the people who lived and worked in Gladstone's Land in this 50-minute guided tour.,https://www.eventbrite.co.uk/e/gladstones-land-guided-tour-tickets-161748356689,glasgow,Sold out
NA,Refunds up to 30 days before event,"The ultimate gourmet flavor experience- a range of carefully selected whiskies mated with a range of premium, local Edinburgh made Chocolate offering a complement of flavor and texture to their whisky pairings- with discussion of both the origins of the food and the whisky.  Over 18s Only For any groups over 8, Stag or Hen parties or any other enquires  please contact us on  shop@whiskirooms.co.uk  0131 225 1532",38.32,38.32,GBP,WHISKI Rooms Shop,https://schema.org/EventScheduled,2024-03-12T15:00:00Z,2024-03-12T16:00:00Z,"Whisky Tasting, with Chocolate pairing",Single Malt Whisky paired with Chocolate,https://www.eventbrite.co.uk/e/whisky-tasting-with-chocolate-pairing-tickets-142880510453,glasgow,Sold out
NA,Refunds up to 30 days before event,"The perfect fun way to embark on a Scotch Whisky tasting career or to brush-up your basic knowledge and tasting skills.  Our Intro Tasting explores four Scottish whiskies as we discover what trully gives this spirit such a distinct and varried flavour potential; uncovering exactly where variances in flavor and style come from. We will also discuss how whisky is made, touching on the history of this fine liquid  as well as   the best way to approach, serve and taste Whisky.  Over 18s only For groups over 8, Stag or Hen Party's or any other enquiry's please contact  shop@whiskirooms.co.uk	 0131 225 1532",32.93,32.93,GBP,WHISKI Rooms Shop,https://schema.org/EventScheduled,2024-03-12T16:30:00Z,2024-03-12T17:30:00Z,"Whisky Tasting, an Introduction to Whisky",A great place to begin or to sharpen your Scottish Whisky knowledge,https://www.eventbrite.co.uk/e/whisky-tasting-an-introduction-to-whisky-tickets-142875521531,glasgow,Sold out
NA,Refunds up to 7 days before event,"Certificate: Course Completion Certificate Language: English Duration: 1 Day Credits: 8 Course Delivery: Classroom/ Virtual Live/ On-Site Course Overview: This report writing training is aimed at people who are new to report writing or who need to improve their report writing skills. As you would expect from us, this is not a programmed covering theory alone. You are expected to put into practice what they are learning as they go through the day. This training will help you to develop the report writing skills of your participants and ensure you deliver a successful report writing training course. Course Topics: Section One – Introduction to Report Writing This section covers the key principles of report writing and lays the foundation for the remainder of the day’s activities. Topics covered include: Section Two – Plan and Prepare This section looks at a number of techniques to help report writers prepare before				beginning the task of writing. Great emphasis is placed on planning and preparing. We consider this to be the key to effective report writing. Topics Include: Section Three – Write the Report Participants work on an actual report or develop one from a brief provided by us.  This section builds on the principles already covered and we also cover topics such as: Section Four – Check and Edit In this final section we consider the importance of checking and editing reports	 before submitting. We suggest an approach that gives the best chance of ensuring that  participants present professional reports to their readers. Participants get the opportunity to practice their checking techniques using the reports they produced earlier. Course Feature: By the end of this report writing training you will be able to: Certification: Once after the training you receive course completion certificate from Academy for Pro's. Who can Attend? Anybody who is interested in learning Report Writing Skills. Note: However, catering to the demands of busy professionals, our virtual training programs are as effective as face-to-face learning. Reach us at info@academyforpros.com for dates and details of Instructor Led Live Virtual Sessions.  If you would like to get this course customized and delivered exclusively for your group, we have an On-Site Training Option you can reach us at info@academyforpros.com for more details about on-site or corporate training. Offers: Groups of 3 people 10% Discount Groups of 5 people 15% Discount Groups of 10 people 20% Discount",536.99,862.01,GBP,Academy for Pros,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T17:00:00Z,Report Writing 1 Day Training in Edinburgh,Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.ca/e/report-writing-1-day-training-in-edinburgh-tickets-745463089167,glasgow,Sold out
