Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
7 hours 15 minutes,Contact the organiser to request a refund.,"Builders Coach & HIA Rapid Profit & Cashflow One Day Workshop: This is a business training workshop for builders to show you how to transform your business and make 2x, 3x, even more times the profit. All while working far less hours than you do now. Are you a builder looking to take your business to the next level? Do you struggle with managing the day-to-day operations while still trying to grow your company? Our one-day business training workshop is designed specifically for builders like you, with a strong focus on streamlining your business processes, increasing efficiency, and maximising your profits We’ll guide you through practical exercises and real-world case studies, giving you the tools you need to take your business to the next level. Some of the key topics we'll cover include: - Developing a winning business strategy: We'll help you identify your unique strengths and weaknesses, and create a business strategy that is tailored to your goals and aspirations - Creating and implementing effective business systems: We'll provide you with the tools and strategies you need to streamline your operations and maximize efficiency, helping you save time and money while delivering better results for your clients - Maximizing profits through cost control and pricing strategies: We'll show you how to manage your costs effectively and develop pricing strategies that will help you maximize your profits - Managing cash flow and financial planning: We'll teach you how to create a financial plan that will help you stay on track and achieve your business goals - Building a strong team and effective leadership skills: We'll help you develop the leadership skills you need to create a positive and productive workplace culture, and build a team that is committed to your business's success - Marketing and sales strategies for builders: We'll provide you with the tools and strategies you need to attract new customers and grow your business, including tips for creating a strong brand and effective marketing campaigns At the end of the workshop, you'll walk away with a clear roadmap for success and the confidence to take your business to new heights. Whether you're just starting out in the building industry or you're a seasoned pro, this workshop will provide you with valuable insights, strategies and the right people help you succeed in today's competitive marketplace.",220,220,AUD,Kurt Hegetschweiler - Builders Coach,https://schema.org/EventScheduled,2024-03-13T21:45:00Z,2024-03-14T05:00:00Z,Builders Coach & BC Sands Rapid Profit & Cashflow One Day Workshop,"Join us for a power packed day of workshopping what is possible for your business and achieve profit, cash-flow and work-flow success.",https://www.eventbrite.com.au/e/builders-coach-bc-sands-rapid-profit-cashflow-one-day-workshop-tickets-845541145327,sydney,NA
8 hours,Contact the organiser to request a refund.,"Plena Healthcare Speech Pathology and Dietetics Workshop - Sydney Join Plena Healthcare for this in-person event at the Strathfield Golf Club in Sydney, Australia. This workshop is an opportunity to enhance your knowledge in nutrition, hydration, optimum mealtime experiences, eating and drinking for older people, drawing on the expertise of Plena Healthcare's Speech Pathology and Dietetics teams. The event is suitable for all facility, care, clinical and catering staff in the aged care, healthcare and community care industries. Whether you are a professional in the field or just starting out, this event is perfect for you. Come and learn from industry experts, interact with fellow attendees, and gain valuable insights into the latest advancements in Speech Pathology and Dietetics. Don't miss out on this incredible opportunity to expand your skills and network with like-minded individuals. Register before Friday 9 February to secure our early bird rate.Single Ticket - $355Buy 5 tickets and we'll give you a 6th ticket free - $1,775 (that's just $295 per person!) Topics covered in this seminar include: + More! At the conclusion of the event, we'll provide you with a certificate of attendance, for you to use to meet your CPD requirements. Only 50 tickets available, so don't miss out.",295.83,355,AUD,Plena Healthcare,https://schema.org/EventScheduled,2024-03-13T21:30:00Z,2024-03-14T05:30:00Z,NSW: Sip and Swallow: Every Mouthful Matters - Speech Pathology & Dietetics,"Join us at this full day workshop where we explore strategies to support nutrition, hydration and safe swallowing in older people.",https://www.eventbrite.com/e/nsw-sip-and-swallow-every-mouthful-matters-speech-pathology-dietetics-tickets-769279263987,sydney,NA
4 hours 15 minutes,Contact the organiser to request a refund.,"This half day seminar (face-to-face or via Zoom) is designed to provide CPD that is relevant and engaging to property lawyers. Please click here to select whether you wish to attend in person or remotely. The program will feature the following keynote presenters who will provide in-depth insight on property law matters: (Chairperson) Talitha Fishburn, Barrister, Black Chambers Stephen Pallavicini, Special Counsel, Thomson Greer Sydney Jacobs, Barrister, 13 Wentworth Chambers Andrew Rider, Barrister, Level 22 Chambers Anthony Herro, Principal solicitor, Herro Solicitors Topics include: - Update on caveats - The good, the bad & the ugly: the doctrine of benefits & burdens in property law - Recent stamp duty and land tax changes affecting property transactions - Leasing update – recent developments and key decisions View the full program here.",520,520,AUD,UNSW Edge,https://schema.org/EventScheduled,2024-03-13T21:30:00Z,2024-03-14T01:45:00Z,Property Law half day,"CPD units: 4
Knowledge areas: Substantive law",https://www.eventbrite.com.au/e/property-law-half-day-tickets-826477324927,sydney,NA
1 hour,Contact the organiser to request a refund.,"Enjoy some outdoor creativity with your little one with Tote Art in the Park.  Join us in the park near The Tote Building (100 Joynton Ave , Zetland), with other local families.  E﻿asels will be set up and waiting for you to get painting. T﻿here will also be Nature Play in the playgroup, with clay, sticks, and rocks for little ones to safely play with. SECC Supported Playgroups aim to:  Our educators are passionate about providing nurturing experiences for each unique family, integrating a deep respect for diversity.  LTSAE Screening at Playgroups At our Supported Playgroups we offer developmental monitoring called Learn the Signs. Act Early (LTSAE). All staff are trained in this and have a background in children’s development. If you have any concerns regarding your child’s development, please inform one of our staff members and we can sit down, have a chat, and discuss your concerns. If needed, we can then begin a referral process.What is Learn the Signs. Act Early (LTSAE)?- LTSAE is an evidence-informed program developed by the Centers for Disease Control and Prevention (CDC) that aims to increase both parent-engaged developmental monitoring of all children’s development and early action on possible concerns. Here at SECC, we are here to support you and your family, so please reach out if you have any questions at all. Each session is $3 per family. WHAT: Each week we will structured and unstructured developmental activities for the children and their carers to get involved in. Morning tea will be provided. WHERE: Tote Building, Tote Park, 100 Joynton Ave, Zetland 2017.  following safe COVID practices WHO: Children 0-5 yrs and their parents/ carers .  *Please note that we are only able to accept families for this playgroup who live in the Bayside, Randwick, City of Sydney, Woollahra and Waverley LGAs.  *If you are a new family to our services, you are required to complete our online registration form one time here. *If you cannot make it, please let us know as soon as possible so that we can make your spot available to another family.  Please note the following:  - We are unable to refund your ticket if you contact us after the playgroup has commenced.  - We are unable to transfer your ticket to another day/week.  - If you are unable to attend and would like a refund, please phone 7903 0607 prior to the playgroup commencing.  Enquiries:  Sarah Neville Visit  bit.ly/SECCprograms or email familysupport2@secc.sydney Tel: 02 7903 0607 ______________________________________________________________________________ South Eastern Community Connect Frequently Asked Questions How will I be informed if a session or program is cancelled? If you have booked for a program, you will be contacted via phone or email prior to the start time.  How can I get a refund? If you can no longer attend the program, you can cancel your ticket via Eventbrite. If you do this before the program start time you will be given a refund by us using Eventbrite. We can’t offer refunds if you cancel after the session has started. How can I find out more about SECC Programs? To find out about other SECC Programs and Services, go to secc.sydney/events or you can sign up for our Newsletter via the website secc.sydney  How do I fill out an enrolment form? You can either fill this out online prior to attending or a digital or paper form can be filled out at the program location. Please allow 5 minutes to complete the form. Will there be toilet facilities available? Yes Is the location accessible? Yes Do I need to book online for programs, or can I just turn up? You need to book for playgroups online. If you are having trouble doing this, contact us for assistance on 02 7903 0607. Do you have holiday programs? All our programs operate on a termly basis and don’t take place during the school holidays. Can I attend programs if I am located outside of the LGAs you service? Unfortunately, our programs are only offered to residents located in the following Local Government Areas (LGAs): City of Sydney, Randwick, Waverley, Woollahra and Bayside.  When will the doors open/close for evening classes after 4pm? The Hub closes at 4pm Monday to Friday. For evening groups, the doors will open again 15 minutes before the start time and close 15 minutes after the start time. How can I pay? You will need to pay online for Playgroups prior to attending. When does each playgroup session go on sale? Sessions go on sale the week prior at 11.30am on the assigned playgroup day. i.e. 10 October will go on sale on 3 October at 11.30am Are there nappy changing facilities? Nature Play - No change facilities, Eastlakes - Change mat on floor/steps of stage for use, Kensington Park - Yes, Disabled toilets with changing facility, Tote Park - Change mat on floor/table for use, Messy - Yes, In disabled toilet in the hall.  Will food and drink be provided? We will provide a small snack during the playgroup. Can I bring my child’s sibling to the playgroup if they are not in the age range of the group?  No, unfortunately children who attend must be within the specified age range.   Does a parent or carer need to stay while the playgroup is taking place? Yes, an adult parent or carer needs to be at the playgroup accompanying their child at all times.",3,3,AUD,South Eastern Community Connect (SECC),https://schema.org/EventScheduled,2024-03-13T23:00:00Z,2024-03-14T00:00:00Z,"Tote Park (0-5 year olds) Term 1, Week 5",Supported Playgroup,https://www.eventbrite.com.au/e/tote-park-0-5-year-olds-term-1-week-5-tickets-767958854607,sydney,NA
2 hours,Contact the organiser to request a refund.,"🌿✨ Come join us for an evening of profound healing and soulful connection with the Healers of the Earth and the Healing Circle Collective. Set your intentions and experience the heart-opening properties of ceremonial cacao, known for its support in Emotional Body healing and spiritual exploration. We will embark on a journey into the depths of your Emotional Body, tracing back to the very day of your birth, releasing burdens, and embracing forgiveness. Following this transformative exploration, we’ll transition into a sacred space of integration, where the transformative energy of Reiki will facilitate the integration of insights gained and the healing received into your being. See you there! 🌱🌈 Suitable for all levels, including beginners, this workshop provides a safe and supportive space for personal growth and healing. 🗓️ Date: 14/03/2024 ⏰ Time: 7:00 to 9:00 PM 📍 Location: The Authentic Living Centre, Darlinghurst, NSW Prices (plus booking fees): $35 for 1 Ticket $40 for 1 Ticket + Zoom Healing Session $55 for 2 Tickets For more information about the Zoom healing session, DM us. Other payment options are available. Light refreshments provided. Limited spots available, book in advance to secure your spot. 🎟️✨",38.37,59.54,AUD,Dorine and Zara,https://schema.org/EventScheduled,2024-03-14T08:00:00Z,2024-03-14T10:00:00Z,"Transformation: Intention Setting, Cacao, Emotional Body Healing & Reiki","Discover healing and connection at our workshop. Explore your Emotional Body, embrace forgiveness, and integrate insights with Reiki energy.",https://www.eventbrite.com.au/e/transformation-intention-setting-cacao-emotional-body-healing-reiki-tickets-830094975417,sydney,NA
3 hours,Contact the organiser to request a refund.,"Перезагрузка: ДЕНЬГИ, Лилит Сарибекян Снова не хватает денег?Уперлись в свой финансовый потолок?Чувствуете страх и неуверенность в завтрашнем дне? Пора разобраться со всем этим раз и навсегда! Количество денег в жизни человека зависит не только от его усилий, но и от того, насколько он находится на своем месте в жизни, бизнесе или профессии. Почему одни люди легко привлекают деньги и процветают даже в кризис, в то время как другим всегда не хватает даже в хорошие времена? В этом мастер-классе мы рассмотрим ключевые аспекты психологии денег и денежного мышления, чтобы помочь вам раскрыть свой потенциал к финансовому успеху! Хотите понять, как ваше мышление влияет на ваши деньги? Что препятствует вам достичь успеха? Что именно надо изменить, какие действия сделать, чтобы выбраться из долговой ямы и придти к богатству раз и навсегда? Присоединяйтесь к Мастер-классу ""Перезагрузка, ДЕНЬГИ"" опытного психолога-психотерапевта Лилит Сарибекян, чтобы изучить тонкости психологии денег и обрести ключи к финансовому успеху! На Мастер-Классе вы узнаете: Присоединяйтесь, чтобы раскрыть свой потенциал к финансовому благополучию и узнать, как привлекать деньги в свою жизнь легко и естественно! Спикер: Лилит СарибекянСарибекян Лилит — психолог-психотерапевт с опытом работы более 11 лет. Не упустите возможность преобразить ваше финансовое будущее! Регистрируйтесь сейчас и начните свой путь к финансовому благополучию! Дата: 14 мартаВремя: 6-9 pmМесто: Tote Building, 100 Joynton Ave, Zetland NSW 2017 До встречи!",35,35,AUD,Empower Events,https://schema.org/EventScheduled,2024-03-14T07:00:00Z,2024-03-14T10:00:00Z,"Перезагрузка:  ДЕНЬГИ, Мастер-Класс Лилит Сарибекян",Преобразуй свое финансовое мышление: Психология денег и финансовый успех,https://www.eventbrite.com.au/e/852624200937,sydney,NA
NA,Contact the organiser to request a refund.,"Do you want to grow your business? Do you have a referral strategy?
 
 Most businesses don’t have a strategy for referrals and yet it is the most powerful and accelerated way of growing your business.
 
 If you want to be part of a network that is working in a structured, professional and committed environment that guarantees to deliver referrals to grow your business, we welcome you to join us at our weekly business breakfast meeting.",60,60,AUD,BNI Inner West Pacesetters,https://schema.org/EventScheduled,2024-03-13T19:30:00Z,2024-03-13T21:30:00Z,BNI Inner West Pacesetters Breakfast Event,"Meet like-minded business owners, make new connections, and establish relationships that will lead to new business.",https://www.eventbrite.com.au/e/bni-inner-west-pacesetters-breakfast-event-tickets-813704019627,sydney,Sold out
NA,Refunds up to 30 days before event,"Course infoThis course will involve a deep dive into how you can present more effectively through simple yet powerful changes to your body language.It will help you to write more clearly and structure a presentation that is impactful and memorable.And it will give you tools that you can use to think more quickly on your feet and not get thrown off your key messages.Topics Duration* This 5-hour course is held over two consecutive Thursdays. Ie the Thursday listed in this booking and the very next Thursday.* Class is 6:30pm-9:00pmReviewsReviews""A fun, vibrant energy that helped made everyone feel confident and brought out their best. Would recommend!"" - Jesse""A presenter I aspire to be like. I like David's laid-back yet professional style. It is easy to learn off someone who makes the content fun and engaging."" - Ash""I feel much more confident about speaking in public."" - Lucy""The knowledge Dave provides will help you grow. Not only your skills with public speaking, but also your overall communication skills in LIFE."" - GarethFacilitatorThe session is led by David Crisante, a former ABC and SBS journalist, who was then a speechwriter for politicians for five years. David is the head of the Sydney Comedy School and Future Science Talks. He has trained thousands of people and MCs several events each week. David is also available for 1:1 sessions.",197.2,266.03,AUD,Sydney Comedy School,https://schema.org/EventScheduled,2024-03-14T07:30:00Z,2024-03-14T10:00:00Z,Public Speaking Course in Sydney,Improve your public speaking abilities and confidence!,https://www.eventbrite.com.au/e/public-speaking-course-in-sydney-tickets-771045898037,sydney,Sold out
NA,Contact the organiser to request a refund.,"Get ready to laugh your socks off at Banana Peel Comedy, an epic night of laughter and good vibes! Join us at The Long Goodbye located on Stanley Street in Darlinghurst, NSW, Australia. This in-person event is your chance to enjoy hilarious stand-up comedy from some of the best comedians in the biz. From side-splitting one-liners to gut-busting stories, our talented performers will have you rolling in the aisles. So grab your friends, grab a drink, and get ready for a night of non-stop laughter at Banana Peel Comedy. Don't miss out on this comedy extravaganza!",11.9,17.19,AUD,Banana Peel Comedy,https://schema.org/EventScheduled,2024-03-14T08:30:00Z,2024-03-14T09:45:00Z,Banana Peel Comedy Night,"Get ready to slip into fits of laughter at Banana Peel Comedy, where hilarious comedians will have you peeling with laughter all night long!",https://www.eventbrite.com.au/e/banana-peel-comedy-night-tickets-823181898217,sydney,Sold out
NA,No Refunds,"Join 20 singles at our Dinner Party in the trendy Alala's Bar at The Oaks Hotel. Our dinner parties offer a relaxed, friendly and safe environment where you can mingle, connect, and potentially find a special someone. It's like coming over to a friends place for a dinner party, just with better food and where everyone happens to be single. This is not a speed dating event, however we'll arrange for the men to swap seats once, so that you will sit next to four different people of the opposite sex during the dinner and you can match with everyone after the event using our matching platform. Important info * Welcome drink included * All food will be paid for individually by guests on the night * Guests will be provided with the booking name for the reservation after purchasing a ticket * The Oaks Hotel Food Menu can be viewed here Please be aware that places are limited and our events always sell out, so book early to avoid disappointment. First Time With Us? You're in good hands! We've been running events in Sydney since 2017. Click here to read our recent reviews on Google. About Us Encounter Dating is one of Australia's leading Singles Events and Matchmaking Companies. We host regular Singles Parties, Speed Dating, Singles Dinners, Trivia Nights and arrange Blind Dates for people wanting a one-on-one dating experience. With over 20,000 singles in our database, you'll have the best chance of meeting other like-minded singles and in finding love. Why choose Encounter Dating? * 90% of our guests receive at least 1 match * Only people you mutually match with can get in contact * Excellent value with welcome drink included * No membership fees or monthly subscriptions * Our events are always held in premium venues Why not give us a try? Many of the matches made at our events have led to long-term relationships, engagements and marriages! View all upcoming Singles Events here or Register for free here to receive invitations to our exclusive Singles Parties and Speed Dating Events! What is your cancellation policy? Please email us at bookings@encounterdating.com.au at least 48 hours before the event to receive a 12 month credit that can be used towards a future event. If you cancel within 48 hours of the event, you will only receive a credit if we are able to fill your place with someone on the waitlist. I am older or younger than the specified age group – can I still attend? This event is for singles aged 28-40, however we do allow guests to be outside of this age group by a maximum of 12 months. Can I transfer my ticket to a friend? We offer free name transfers as long as your friend is of the same sex and within the specified age requirement for the event. Simply email us at bookings@encounterdating.com.au with your booking details and your friend’s full name, age and email address. How do I select my matches? After the event, log in to Encounter Match and select who you would like to see again. If they have also selected you, your preferred contact details will be shared with each other instantly on the My Matches page. You will have 24hrs to select your matches after the event. Do many people attend by themselves? Many of the guests at our events come by themselves as they don't always have a single friend available to bring along with them. What type of people go to your events? Our events attract a lot of quality singles who are over online dating and are now wanting to meet singles in real life at fun social events outside of their usual group of friends and work colleagues. How can I contact Encounter Dating with any questions? Simply email us at help@encounterdating.com.au or text us on 0444 555 857",38.06,38.06,AUD,Encounter Dating,https://schema.org/EventScheduled,2024-03-14T08:00:00Z,2024-03-14T10:30:00Z,Singles Dinner Party Neutral Bay | Ages 28-40 | Encounter Dating,Encounter Dating is hosting a Singles Dinner Party exclusively for ages 28-40 at The Oaks Hotel in Neutral Bay.,https://www.eventbrite.com.au/e/singles-dinner-party-neutral-bay-ages-28-40-encounter-dating-tickets-812881098247,sydney,Sold out
