Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
NA,Contact the organizer to request a refund.,"(Español está abajo ) In this bustling city, do you find yourself increasingly trapped in the fast pace of life and accumulating both physical and mental stress? Then come to our Injoy Art Space and experience the fun of creating glass art! Glass art is a unique form of artistic expression that combines organic glass and colorful painting, creating beautiful and exclusive artworks for each individual. The activity lasts for one to two hours, giving you ample time to unleash your creativity in our welcoming environment. You can schedule your visit in advance as we offer flexible timings. We're open from Monday to Sunday, from noon until 9 in the evening. Glass art transforms simple glass plates into vibrant and dazzling canvases, allowing individuals to unleash their imagination and create their own artworks. Here, you'll receive professional guidance and learn how to use glass pigments and tools to create stunning pieces. Our space offers a variety of glass art courses with different themes and styles, so you can choose according to your interests and preferences. Whether you're a beginner or an experienced artist, we welcome you to explore the secrets of glass art. To create a glass painting, you'll need to follow a pattern. If you don't have one, you can search online and download one to print. If you have a specific design you like, you can also send it to us in advance, and we'll print it so you can start creating immediately when you arrive at the shop. Remember that it's necessary to make a reservation one day in advance. Join our glass art course and let creativity and beauty flow in this space! You can choose to create a glass cup painting or a glass oil painting photo frame; the price is the same (€21.99). Contact us now! Tel: +34 933 523 075 / +34 633 552 085 Instagram: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (It is ESSENTIAL to reserve through the provided contact to secure a spot; remember that signing up on Eventbrite alone is not sufficient.) —————- En esta ajetreada ciudad, ¿te sientes cada vez más atrapado en el ritmo acelerado de la vida y acumulando estrés tanto físico como mental?  ¡Entonces ven a nuestro Injoy Art Space y experimenta la diversión de hacer arte en vidrio! El arte en vidrio es una forma de expresión artística única que combina vidrio orgánico y pintura colorida, creando hermosas obras de arte exclusivas para cada individuo. La actividad tiene una duración de una a dos horas, así que tendrás suficiente tiempo para desatar tu creatividad en nuestro ambiente acogedor. Puedes programar tu visita con anticipación, ya que tenemos una flexibilidad en los horarios. Estamos abiertos de lunes a domingo, desde el mediodía hasta las 9 de la noche. El arte en vidrio convierte las simples placas de vidrio en lienzos coloridos y deslumbrantes, permitiendo a las personas liberar su imaginación y crear sus propias obras de arte.  Aquí recibirás orientación profesional y aprenderás cómo utilizar los pigmentos y herramientas de vidrio para crear impresionantes piezas. Nuestro espacio ofrece una variedad de cursos de arte en vidrio con diferentes temas y estilos, para que puedas elegir según tus intereses y gustos. Ya seas principiante o un artista experimentado, te damos la bienvenida para que explores los secretos del arte en vidrio. Para crear una pintura en vidrio, necesitarás seguir un patrón. Si no tienes un patrón, puedes buscar en línea y descargar uno para imprimirlo.  Si tienes un diseño en particular que te gusta, también puedes enviárnoslo con anticipación y lo imprimiremos para que puedas comenzar a crear de inmediato cuando llegues a la tienda. Recuerda que es necesario reservar con un día de anticipación. ¡Únete a nuestro curso de arte en vidrio y deja que la creatividad y la belleza fluyan en este espacio! Puedes elegir hacer pintura de copa de vidrio y marco de fotos de pintura al óleo de vidrio, el precio es lo mismo (21.99€) Contáctanos ya! Tel: +34 933 523 075/+34 633 552 085 Ins: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (Es IMPRESCINDIBLE reservar por el contacto para asegurarse una plaza, recuerda que no es suficiente sólo con apuntarse al Eventbrite )",24.62,24.62,EUR,Injoyartspace,https://schema.org/EventScheduled,2024-03-12T12:00:00Z,2024-03-12T15:00:00Z,DIY glass oil painting,"Glass art transforms simple glass plates into vibrant and dazzling canvases, allowing individuals to unleash their imagination.",https://www.eventbrite.es/e/diy-glass-oil-painting-tickets-692693794787,barcelona,Sold out
NA,Contact the organizer to request a refund.,"(Español está abajo)  Injoy Art Space is located in a highly artistic neighborhood. The space features a small garden and exudes a charming atmosphere. It's a new venue that has recently opened. Don't worry if you're not very skilled in crafting. I was able to paint a glass night lamp, as shown in the photos with the guidance of the instructor, even though I had no prior painting experience. Throughout the process, the instructor was there to assist me and make necessary corrections, always being very patient. The instructors truly share their knowledge, teaching everything from composition to color, covering virtually all the details. The entire painting process is genuinely therapeutic and relaxing. You can spend a couple of hours in artistic pursuit here each week, allowing you to forget about daily problems and concerns, and you'll feel completely at ease. The duration of the painting session can vary depending on the difficulty of the chosen artwork and personal talent, but generally lasts between one to two hours. After finishing, you can take your masterpiece home or leave it here to pick up next time. In addition to various crafting options, a wide range of painting choices are offered, such as acrylic, drawing, quartz sand, watercolor, glass painting, and more. The space is named Injoy Art Space and is easily locatable on the map. The exact address is Carrer de Mila i fontanales 44. To avoid disappointment, remember to make a reservation one day in advance. The timings are flexible and subject to change. You can come anytime from 12:00 noon to 9:00 PM. It is recommended to make a reservation one day in advance. Tel: +34 933 523 075 / +34 633 552 085 Instagram: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (It is ESSENTIAL to reserve through the provided contact to secure a spot; remember that signing up on Eventbrite alone is not sufficient.) ——— Inioy Art Space está ubicado en un vecindario muy artístico. El espacio cuenta con un pequeño jardín y tiene una atmósfera encantadora. Es un espacio nuevo que acaba de abrir recientemente. No se preocupe si no es muy bueno en la artesanía. Pude pintar una lámpara nocturna de vidrio como las fotos hemos mostrando con la guía del profesor, aunque no tenía experiencia previa en pintura. Durante el proceso, el profesor estuvo allí para ayudarme y hacer las correcciones necesarias, siempre es muy paciente. Los profesores realmente comparten sus conocimientos, enseñando desde composición hasta color, cubriendo prácticamente todos los detalles. Todo el proceso de pintura es realmente terapéutico y relajante. Puede pasar dos horas de tiempo artístico aquí durante toda la semana y se permite olvidarle de los problemas y preocupaciones diarias, y le vas a sentir completamente tranquilo. La duración de la sesión de pintura puede variar dependiendo de la dificultad del cuadro elegido y del talento personal, pero generalmente dura entre una o dos horas. Después de terminar, puedes llevar tu obra a casa o dejarla aquí para recogerla la próxima vez.  Excepto muchos typos de manualidades, también se ofrecen diversas opciones de pintura, como acrílico, dibujo, arena de cuarzo, acuarela, pintura sobre vidrio, entre otras. El nombre del espacio es Injoy Art Space y se puede encontrar fácilmente en el mapa. La dirección exacta es Carrer de Mila i fontanales 44. Para evitar decepciones, recuerda hacer una reserva con un día de anticipación. El tiempo es flexible y puede cambiar en cualquier momento. Puedes venir en cualquier momento desde las 12:00 del mediodía hasta las 9:00 de la noche. Se recomienda hacer una reserva con un día de anticipación. Tel: +34 933 523 075/+34 633 552 085 Ins: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270 (Es IMPRESCINDIBLE reservar por el contacto para asegurarse una plaza, recuerda que no es suficiente sólo con apuntarse al Eventbrite)",47.9,47.9,EUR,Injoyartspace,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T15:00:00Z,Handcrafted Glass Oil Painting Night Light,"The entire painting process is genuinely therapeutic and relaxing. After finishing, you can take your masterpiece home or leave here to pick",https://www.eventbrite.es/e/handcrafted-glass-oil-painting-night-light-tickets-692677646487,barcelona,Sold out
NA,Contact the organizer to request a refund.,"¿Aún estás interesado/a en hacer algo significativo en este momento? ¡Ven a injoy art space y hagamos juntos un portavelas de mosaico DIY! Esta actividad es realmente adecuada para todas las edades, y a todos les encantará el resultado. Es una experiencia divertida y perfecta para citas románticas o encuentros entre amigas. Sigue el patrón y ensambla los trozos de vidrio con pegamento, pero también puedes dejar volar tu creatividad. ¡Todo el proceso es muy relajante! Cualquier combinación de colores se verá hermosa, y no hay forma de equivocarse. Contamos con profesores especializados que te enseñarán pacientemente cómo hacerlo. Dedica un par de horas con paciencia, olvídate de todo y no pienses en nada más que en hacer otro más. Los proyectos hechos a mano de esta manera son tan preciosos que no querrás regalarlos. Ver la luz de las velas brillando es realmente satisfactorio. El mosaico es la radiante luz de la mañana hecha añicos, recogiendo cada fragmento para crear algo hermoso. Durante el día, permite que el sol proyecte sombras y destellos en él; por la noche, crea un ambiente romántico con su suave luz de las velas. Con pequeños fragmentos de vidrio de colores, construimos patrones deslumbrantes, transformando estos destellos dispersos en una hermosa obra de arte. Aquí, todos pueden convertirse en artistas, siempre y cuando amen la vida y anhelen la belleza. También puedes optar por hacer posavasos de mosaico o collages de mosaico. Ven y crea un portavelas de mosaico con tus propias manos, agregando aún más belleza a tu vida. Precio de nuestros eventos y experiencias: portavaso: 15.99 € Candelero: 39.99 € (Todos los costos de los materiales están incluidos, sin cargos adicionales. Los productos terminados se pueden llevar a casa después de completarlos) Contáctanos ya!  Tel: +34 933 523 075/+34 633 552 085 Ins: injoyartspacebcn Email: injoyartspacebcn@gmail.com Facebook: https://www.facebook.com/profile.php?id=100091509189270",19.95,40.1,EUR,Injoyartspace,https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T20:00:00Z,Fabricación manual de una obra de mosaico,¿Aún estás interesado/a en hacer algo significativo en este momento? ¡Ven a injoy art space y hagamos juntos un portavelas de mosaico DIY!,https://www.eventbrite.es/e/fabricacion-manual-de-una-obra-de-mosaico-tickets-797804242967,barcelona,Sold out
NA,Contact the organizer to request a refund.,"What is this Mindshop About? Due to globalization and unforeseen events, gamifying Intelligent Applications is perceived a viable way to optimize the customer's experience and retain engagement and loyalty to the business entity. This aim has become the focal point of radical change in the corporate world. In this autowebinar, I will be stitching to you the value provided by Gamification method and machine learning for a robust AI in business Learning Outcomes:  Feel free to email your inquiries and discuss points to med@medverselab.com  Happy learning! Key takeaways? FAQs Extra Support: Get in touch to The Mindshop School: med@medverselab.com",266.85,266.85,USD,"Kat Usop, MSHI",https://schema.org/EventScheduled,2024-03-13T18:00:00Z,2024-03-13T21:00:00Z,"AI & Gamification: The Good, The Bad, The Ugly","Gamification powered by Machine Learning is the ""Secret Sauce"" for Strong Artificial Intelligence. Let me tell you why.",https://www.eventbrite.com/e/ai-gamification-the-good-the-bad-the-ugly-tickets-140709653361,barcelona,Sold out
NA,Reembolsos hasta 1 día antes del evento,"6 years running this route and improving it everyday!
 
 This tour includes:
 -	4 Different tapas, you can choose from an extensive variety. (Vegan and gluten-free options available).
 -	4 Different glasses of traditional spanish wines from 4 different regions. (Non-alcoholic drinks also available).
 -	Small mixed tour group with the best vibe and willing to have lots of fun.
 -	Personalized experience.
 -	Professional guide with great recommendations.
 After this tour you will be in love with our wines and tapas in Barcelona!
 Other things to note:
 Different options of tapas and wines, suitable for vegan or anyone who may have an allergy.",67,67,EUR,PlayTour Barcelona,https://schema.org/EventScheduled,2024-03-12T17:30:00Z,2024-03-12T20:00:00Z,Spanish tapas and wine gastrotour in a local neighborhood,"Join us for a 2,5 hour tour in which you will experience the true spanish wine, gastronomy, and culture.",https://www.eventbrite.es/e/entradas-spanish-tapas-and-wine-gastrotour-in-a-local-neighborhood-486886028217,barcelona,Sold out
NA,No Refunds,"Awaken your mind and body to a new level and learn how to practice meditation in motion. The purpose of this yoga lineage is to guide you toward cultivating a conscious connection, integration and awakening of the body, mind, heart and spirit. You will learn and practice Patanjali's 8 limbs of yoga: Work primarily with the Amrit posture sequence, gentle vinyasa flows and extended posture holding times. Explore the deepest levels of body, mind and spirit with the integrative practices of clear intention, breath, meditative awareness and conscious integration. Learn to balance your nervous system with the “first half” and “second half” of a posture. To transition from an active state of “doing” a posture, to a relaxed state of “being”. And to feel the effects of a posture. Learn to consciously encounter your ""edge"" of body and mind to release deep tensions and restore the natural flow of the vital life force energy (prana). Good for all levels, from those with some experience to more experienced practitioners. Some experience with yoga and postures is recommended. BIOGRAPHY I have been guiding spiritual seekers for over 30 years with the self-transformative teachings of yoga, meditation, Ayurveda and breathing. It is my pleasure and honor to guide you toward self-empowerment, transformation and awakened consciousness. I will help you connect to your deepest self and inner guide, from the physical to the soul dimension. SOULDIMENSION.ORG Copyright © 2022 • Soul Dimension",16.49,16.49,USD,Soul Dimension,https://schema.org/EventScheduled,2024-03-13T15:30:00Z,2024-03-13T17:00:00Z,Awakening Yoga • Weekly Class • Badalona,Weekly online class with a spiritual focus to awaken one’s consciousness and highest potential.,https://www.eventbrite.com/e/awakening-yoga-weekly-class-badalona-tickets-402972320057,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Do you find yourself in the middle of the week thinking that the weekend is too far away? Don't panic! Our shows are here for you! A new format composed by 3 hours of a Night of tongues in English, Spanish and Italian all included in one ticket! Come to have fun with us and practice your language skills! 🇪🇸 First show is the Spanish one starting at 19 hosted by the funny ElBoli 🇮🇹 Second show is the Italian one starting at 8 (ish)hosted by the amazing comedian Emanuele Pantano 🇦🇺Third show is the English one starting at 9 (ish) hosted by the crazy buddies Wendy & Mauricio, every week different comedians are bringing to you their fresh and hilarious material! Ready to spend few hours in good company? With just one ticket you can drop in and off to the shows that you like more! We are waiting for you! Doors open at 7",5.77,5.77,EUR,Wendy LaFortu,https://schema.org/EventScheduled,2024-03-13T20:00:00Z,2024-03-13T21:30:00Z,Metamorfosis Night of Tongues Open mic,Back at Metamorfosis Theatre every Wednesday for a great night of comedy! Just 1 ticket for 3 shows in 3 different languages!,https://www.eventbrite.es/e/metamorfosis-night-of-tongues-open-mic-tickets-798936198677,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Midweek Crisis is Barcelona’s one and only English comedy clinic to help you get over the hump day blues. At this open mic, comics will give you advice to your biggest problems in exchange for testing out five minutes of new material. Come to The Comedy Clubhouse every Wednesday at 10pm, and let our therapists heal you with humor. Show starts at 9PM (come early to grab a drink and find your seat!) Tickets: 8 euros online, 7 euros group discount (4+), 10 Euros on the door Language: English Come early to grab a drink. We have a full bar available (open 1 hour before the first show of the day) with beer, wine, mixed drinks, free snacks, and table games! At The Comedy Clubhouse - Barcelona's dedicated English Comedy Club. At The Comedy Clubhouse we're committed to providing a space for people to relax, chat, meet new people, make mistakes, develop their craft, say stupid things, laugh, cry, detox from the internet AND learn that stepping outside your comfort zone doesn't have to be that uncomfortable. Basically we're bringing community back baby! We run 20+ different shows a week of all different types and have had massive stars like Louis CK & Michelle Wolf perform at our club. We produce sketches and funny videos every day on our Instagram of us goofing around. We have Improv jams, Improv Workshops, Open Mics, Friendly Bartenders, Yoga Lessons, Writing Sessions & More! We have an average rating of 4.9 Stars on Google across OVER 500 REVIEWS! People that come here love the friendly tone that we set, and they enjoy having a place they can relax and be themselves. Here are some nice things people have said recently 'Pure laughs and silliness every time! Love the weekly Fat Goose shows, nice mix of newcomers and comedy pros :)' - Joe 'Funky chunky is a great plan to enjoy comedy on a Monday night. Mixed new and professional comedians trying out their jokes and brilliantly hosted by Luke and Hannah' - Albert 'A kind of hotspot for English speaking Comedy in Barcelona. A pleasant friendly bar in the main floor and a middle sized show venue in the basement. What I have seen had a nice atmosphere and was full of laughter as well. Especially the ""Midweek Crisis"" on Wednesday was a hilarious show where also little or bigger problems of audience members became funnily solved away.' - Stephen Some people don't like us, that's ok, we're not for everyone. Around 1% of the people that come here, find something they don't like. Sometimes people complain about the lack of drink variety, or about the chaotic feel of the place. Other people find that the open mic comedy event they attended didn't meet the standards they are used to on Netflix. If you come to The Comedy Clubhouse, please understand that it is a work in progress. We are constantly changing & improving and trying to develop new talent. - It's the Sagrada Familia of comedy. Just give us another 140 years and it'll be perfect :) Join our WhatsApp regulars chat for a weekly update on all the different things we have going on. Or Follow us on Instagram (@TheComedyClubhouseBcn) or subscribe on YouTube... Or just come and hang out. We're here every day :).",7.99,9.1,EUR,The Comedy Clubhouse BCN,https://schema.org/EventScheduled,2024-03-13T20:00:00Z,2024-03-13T22:00:00Z,Midweek Crisis • Stand-Up Comedy in English • Wednesday,Midweek Crisis is Barcelona’s one and only English comedy clinic to help you get over the hump day blues!,https://www.eventbrite.es/e/midweek-crisis-stand-up-comedy-in-english-wednesday-tickets-498759472007,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"El Museo de las Ilusiones pertenece a uno de los  museos que forman el Big Fun Museum. Un museo convertido en una galería con pinturas de efecto 3D, que al jugar con las perspectivas parece que formas parte de ellas.  El museo de las ilusiones es uno de los más originales de Barcelona y de España. Disfrute de salas temáticas y sumérgete en un mundo apasionante cargado de fantasías. ¡Vive una experiencia emocionante en uno de los museos más mágicos de Barcelona y no olvides tu cámara! PUNTOS DESTACABLES:  I﻿NFORMACIÓN ADICIONAL:  SERVICIOS INCLUIDOS: HORARIOS:",10,10,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T10:00:00Z,2024-03-12T17:30:00Z,Entradas para el Museo de las Ilusiones,Sumérgete en un mundo de ilusiones  y viaja por sorprendentes lugares con el museo de las ilusiones de Barcelona.,https://www.eventbrite.es/e/entradas-entradas-para-el-museo-de-las-ilusiones-324713907037,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Get your daily dose of nature by hiking up to Montjuic Castle and visit some magical places along the way. Play this city game in Barcelona to defeat evil sorcerers, meet magical creatures, solve puzzles, and unlock true stories. In this self-guided walking tour, you will see top-rated attractions in Barcelona whilst taking the road less traveled. The best part? You are the hero in this story, and only you can save the day. Disclaimer: some of the information in this quest may not be suitable for children. Any of this information will be marked with the title “For adults”. Disclaimer: this route is a hike. Please be advised that some parts are uphill and require suitable footwear. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",11.99,34.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Barcelona Outdoor Escape Game: Witchcraft at Montjuic Castle,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/barcelona-outdoor-escape-game-witchcraft-at-montjuic-castle-tickets-655645532437,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Explore the art and modernist architecture that make Barcelona one of the most beautiful cities in the world. Everybody knows Antoni Gaudí, but they don't know his secrets. You have to play the game to unlock Gaudí knowledge and a series of hidden gems. However, there’s a twist: you’ll discover the city’s art whilst living in the world of a ""Gaudi Telenovela"" featuring drama, romance, and…. death. Follow the step by step instructions to arrive at each destination, solve puzzles and riddles, and learn about art in this fantastic city. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories of past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,29.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Gaudi's Barcelona Outdoor Escape Game: The Artist's Masterpieces,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/gaudis-barcelona-outdoor-escape-game-the-artists-masterpieces-tickets-735149821907,barcelona,Sold out
NA,Refunds up to 7 days before event,"Synthesis of the human Mind Our internal world drives our external world. Our ability to use our mind determines how well we can control our external realities. What you may not know is that our Minds have an identity. Creating an Identity of mind allows us to direct our external world intentionally. The language we use to run our lives is one dimensional, which creates needless limitations. Our minds work best in a multidimensional language. Learning how to access your minds resources correctly will enable you to create a life beyond who we desire to be. Our vocabulary, are words we use internally to motivate change, but instead of encouraging us, the imperfections in our speech and articulation restrict access to our minds. There is no synchronicity between the one-dimensional language in our speech and the 4 th dimension of the mind. If you’re not using the correct language of the mind, the mind disengages where we become confused. We don’t have the language to describe the life that we want in a way that the mind accepts, understands, and can utilise. Mind ReMapping is a language illuminating an internal identity, so that we no longer need to be afraid of the dark, neither do we need to be afraid of our minds and what the future holds for us. Meta Tech Organica – Excited about Dimensions of LIVING D0 – Orientation – Who you are & who you are NOT. D1 – Point of Focus – What Where When Why & How to SEE. D2 – Objectification – Finding Imagination. D3 – Understanding – 4 Dimensions of Quadrilateral Thinking D4 – TIME – Mind ReMapping.(Cognitive Positioning System) Thank you for your patience. Mind ReMapping N.B. ALL EVENTS ARE ONLINE",14.99,44.99,GBP,Gavin  Gooden,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:30:00Z,Mind ReMapping - LOST WITHOUT AN  IDENTITY  - ONLINE - Barcelona,"The MIND ReMapping  Philosophy: ""Be so Creatively removed from reality, that the Mind has no choice, but to come out of hiding….""",https://www.eventbrite.co.uk/e/mind-remapping-lost-without-an-identity-online-barcelona-tickets-680683702277,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"No te pierdas uno de los museos de arte moderno y contemporáneo más interesantes de la ciudad. Disfruta de la oferta artística de Cataluña mediante la obra pictórica y escultórica de Antoni Tàpies.  La obra de Tàpies fue influenciada en sus inicios por artistas como Paul Klee o Joan Miró. Pronto se sintió atraído por la expresividad de los materiales , interés que se tradujo en telas de textura intensa y de grandes posibilidades comunicativas. El lenguaje iconográfico de Tàpies ha dado como resultado una creación plástica diversificada y admirada en todo el mundo.  La Fundació Antoni Tàpies te ofrece la posibilidad de explorar su colección de obras de Antoni Tàpies, así como disfrutar de las exposiciones temporales de otros artistas. Estos meses, y hasta noviembre de 2023, se pueden visitar las siguientes exposiciones temporales:  El edificio de la Fundació Antoni Tàpies, modernista y de tipo industrial, es también una obra de arte: fue construido a finales del siglo XIX por el arquitecto catalán Lluís Domenech i Montaner, un pionero de la arquitectura modernista.   La Fundació Antoni Tàpies fue creada en 1984 por el artista Antoni Tàpies para promover el estudio y el conocimiento del arte moderno y contemporáneo. SERVICIOS INCLUIDOS: INFORMACIÓN ADICIONAL:",0,8,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T17:30:00Z,Entradas para la Fundació Antoni Tàpies,¿Te gustaría  visitar un museo de arte  situado en el primer edificio modernista industrial de Barcelona?,https://www.eventbrite.es/e/entradas-entradas-para-la-fundacio-antoni-tapies-325739263907,barcelona,Sold out
NA,Contact the organizer to request a refund.,NA,110.01,110.01,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-13T08:30:00Z,2024-03-13T11:30:00Z,Barcelona's Top Places to Explore - Food Tours by Cozymeal™,"Learn all about Barcelona's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “Barcelona's Top Places to Explore”, with Guide Jorge or Local Guide for a fun 3-hour experience with 5 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit Barcelona's Top Places to Explore",https://www.eventbrite.com/e/barcelonas-top-places-to-explore-food-tours-by-cozymealtm-tickets-786766268087,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"La Casa Museu - Cal Gerrer es una antigua fábrica de cerámica reconvertida en espacio  museístico, con una originalísima fachada de inspiración modernista.  Cuenta con cuatro  exposiciones, tres de ellas permanentes: la historia de la fábrica, que se remonta a mediados del s.  XIX; la vida y la obra de los hermanos artistas Cabanas-Alibau; y una colección privada de objetos  relativos a Marilyn Monroe que es única en Europa.  Además, con el ticket podrás acceder al mirador del Museo, donde se ofrecen vistas espectaculares al Monasterio de Sant Cugat y a la Sierra de Collserola.  
 P﻿UNTOS DESTACABLES",0,7,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T15:00:00Z,2024-03-12T17:30:00Z,Entradas para la Fundación Cabanas Cal Gerrer - Museo Marilyn Monroe,"Visita la Casa Museo Cal Gerrer, una antigua fábrica convertida en un espacio museístico con un espacio dedicado a la artista Marilyn Monroe",https://www.eventbrite.es/e/entradas-entradas-para-la-fundacion-cabanas-cal-gerrer-museo-marilyn-monroe-496235161727,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"La verdadera y autentica cultura catalana está en el Museu d'Història de Catalunya. Diseñado para conservar, exponer y dar a conocer la historia de Cataluña, el Museu d'Història de Catalunya está lleno de artículos e historias que te mostrarán una nueva cultura por completo. El museo es un viaje apasionante al pasado del territorio catalán, mediante exposiciones temporales, oportunidades interactivas, películas y dibujos diseñados para educar e inspirarte. Monta a un caballo medieval, aprende sobre la dictadura de Franco o sobre cómo los hombres de las cavernas dieron forma a la zona en la que estás ahora. Su exposición permanente ""La memòria d'un país"", te ofrece un recorrido interactivo por las principales épocas, culturas, eventos y personajes que han conformado la historia de Cataluña.  Como exposiciones temporales, el museo ofrece: El restaurante y el bar en la azotea son un destacado de la visita. Sube para tomarte algo y tendrás vistas increíbles del Port Vell, la ciudad y Montjuic, la colina que se eleva sobre el puerto de Barcelona. SERVICIOS INCLUIDOS HORARIOS De martes a sábados, de 10.00 a 19.00h Miércoles, de 10.00 a 20.00h Domingos y festivos, de 10.00 a 14.30 Cerrado: Lunes no festivos, 1 y 6 de enero, 1 de mayo, 6 de junio, 25 i 26 de diciembre La taquilla y la entrada se cierran 30 minutos antes del límite horario. INFORMACIÓN ADICIONAL",0,8,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T17:30:00Z,Entradas para el Museu d'Història de Catalunya,"Un viaje fascinante por la cultura y el desarrollo histórico de Cataluña, ubicado en un edificio emblemático del puerto de la ciudad.",https://www.eventbrite.es/e/entradas-entradas-para-el-museu-dhistoria-de-catalunya-84884420587,barcelona,Sold out
1 hour,Contact the organizer to request a refund.,NA,11.32,11.32,EUR,@sheinagiyogui,https://schema.org/EventScheduled,2024-03-13T18:00:20Z,2024-03-13T19:00:29Z,Hatha Vinyasa Yoga ( Sants -Badal),"Práctica en grupito pequeño ( max 6 personas) , hay dos gatos tranquilos pero por si eres alergic@",https://www.eventbrite.es/e/hatha-vinyasa-yoga-sants-badal-tickets-860723766957,barcelona,NA
